"created_at,""text""";;;
"Fri Nov 13 20:16:44 +0000 2015,""RT @TheRightBrotha: @SamsungMobile this driver @smiggidy  #note4 stop working for no reason.The @ATT rep makin him go with out a phone 4 a �""";;;
"Fri Nov 13 20:36:10 +0000 2015,""RT @Variety: ICYMI &gt";&gt;" @Hulu is in talks with Time Warner about selling a stake in the company https://t.co/LMI276Cpnr https://t.co/qSTwjx4N�""";
"Fri Nov 13 23:16:07 +0000 2015,""RIP customer Service. No longer matters what u want its up to customers to follow the rules outlined by the business. Disappointing @ATT""";;;
"Sat Nov 14 00:27:45 +0000 2015,""Why isn't being Mary Jane on Hulu ? #hulu #bmj""";;;
"Fri Nov 13 23:42:03 +0000 2015,""@ATTCares I tried to get it, but he drove away before I could.""";;;
"Fri Nov 13 23:55:23 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 18:43:55 +0000 2015,""@ATTCares not throttling my usage :).""";;;
"Fri Nov 13 21:38:50 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 18:45:59 +0000 2015,""@VZWSupport thank you ^AF. Maybe for some reason or causality we have the same initials and offer our best at our job ??""";;;
"Fri Nov 13 20:46:17 +0000 2015,""@ATTCares oh i thought i had sent it. the # the phone is under is 210 274 4545. the acct # is 287251614771. thank you. victor""";;;
"Fri Nov 13 18:34:53 +0000 2015,"".@Hulu just REALLY gets me, you guys. https://t.co/F3NLlseReX""";;;
"Fri Nov 13 21:31:14 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 20:46:23 +0000 2015,""@VZWSupport the $75 plan with unlimited talk and text/ with 2GIgs.""";;;
"Fri Nov 13 18:11:23 +0000 2015,""@VZWSupport no my husband got to upgrade early. I did not. Just got an upgrade email offer but I want to make sure it's as economical as his""";;;
"Sat Nov 14 00:43:00 +0000 2015,""@comcastcares just did""";;;
"Fri Nov 13 19:29:08 +0000 2015,""Best CEO in the country @JohnLegere  https://t.co/WCLYlAWiu2""";;;
"Fri Nov 13 20:41:19 +0000 2015,""@Comcast launched their new Spanish Voice Guidance technology system at our """"See the Light"""" luncheon yesterday https://t.co/18BDBKl1Wz""";;;
"Fri Nov 13 19:16:00 +0000 2015,""MT@HowHandyIsThat  6h6 hours ago .@Dish Rush Compares Gay Marriage to Pedophilia https://t.co/Blk5vXgTnS � #StopRush""";;;
"Fri Nov 13 21:39:24 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 20:17:07 +0000 2015,""RT @jccaylen: NEW VIDEO on Monday #sponsored by @ATT w the new #HTCOneA9 !  whoop whoop!!? U can enter to win one here: https://t.co/GdWfAN�""";;;
"Fri Nov 13 22:06:27 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Sat Nov 14 00:07:45 +0000 2015,""@ATTCares It's sad, I have been a @DIRECTV customer for the last five years.  New customers pay half of what I pay each month.""";;;
"Fri Nov 13 21:33:53 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 18:31:07 +0000 2015,""@comcast i will pay my bill as soon as your website will allow me to do so""";;;
"Fri Nov 13 20:00:27 +0000 2015,""RT @SNFonNBC: The @Giants aim to once again take down an undefeated @Patriots team, presented by @Verizon https://t.co/Mk36rS4WwE""";;;
"Fri Nov 13 21:08:33 +0000 2015,""RT @CCharmanderK: I'm at the doctor's office in the waiting room and I just facepalmed. https://t.co/KbgXshnfy9""";;;
"Sat Nov 14 00:45:46 +0000 2015,""@ATTCares thank you for taking care of my issue and making things right! #happycamper #forgiven""";;;
"Fri Nov 13 21:34:09 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 18:54:19 +0000 2015,""#InNews : Comcast begins launch of internet-only  TV service #comcast #internet""";;;
"Fri Nov 13 21:38:21 +0000 2015,""@ATTCares it randomly goes out its super slow when it was suppose to be  the fastest""";;;
"Fri Nov 13 23:08:29 +0000 2015,""@VZWSupport Hello?""";;;
"Sat Nov 14 01:58:38 +0000 2015,""#Verizon #Tablet � Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE� https://t.co/NN4qadwKtd #Android https://t.co/dLClUm79nu""";;;
"Fri Nov 13 20:27:20 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/Md0ccn2Dzv""";;;
"Fri Nov 13 18:52:17 +0000 2015,""@davidj @TMobile @verge got to love that.""";;;
"Fri Nov 13 23:23:23 +0000 2015,""@VZWSupport s that stood there for the 20+ minutes I stood there doing nothing could have helped me""";;;
"Fri Nov 13 23:17:09 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 21:33:14 +0000 2015,""@comcastcares please inform whoever is in charge that you have an EXCELLENT employee in Kerry. Top Notch. Was very mad,now happy. TY""";;;
"Sat Nov 14 00:52:42 +0000 2015,""@VerizonSupport doesn't seem to be turning on. Box is on and tv is on but no picture or anything.""";;;
"Fri Nov 13 23:25:12 +0000 2015,""@VZWSupport not trying to cause a fuss but there was a good 4 people standing with me waiting while people were free to help us""";;;
"Fri Nov 13 19:36:14 +0000 2015,""#TMobile #LTE � How �Binge On� could blow up in T-Mobile�s face � I personally have very mixed feelings� https://t.co/1sOIWhaeOL #OtherTech""";;;
"Fri Nov 13 22:57:30 +0000 2015,""Catching up with @midnight via @hulu and @janetvarney is making my face hurt from laughter contortions.  #LaughTillitHurts""";;;
"Fri Nov 13 23:27:32 +0000 2015,"". @verizon just gave me 12 extra gigs for 2 years. I now have 30GB of data. Score.""";;;
"Sat Nov 14 00:21:10 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/Qpd1dgq3Hu""";;;
"Fri Nov 13 21:20:05 +0000 2015,""@hulu Bring Gang Related to Hulu""";;;
"Fri Nov 13 23:46:28 +0000 2015,""Funny I go into a #Verizon store say I have questions and nobody wants 2 bother with me but say Im buying a phone and they fight 2 get to me""";;;
"Sat Nov 14 00:02:07 +0000 2015,""My shitty @comcast internet though�struggling to stream. Been having this problem for 3 weeks now. Glad I pay for upgraded service.""";;;
"Fri Nov 13 21:57:52 +0000 2015,""@VerizonSupport no I was never given one. I am not a costumer, but a concerned citizen who called a out a suspicious camera on your pole.""";;;
"Fri Nov 13 21:04:31 +0000 2015,""Naked Selfie Chick https://t.co/ntoKSOKIYy #image #arousing #lingerie #dish""";;;
"Fri Nov 13 21:30:37 +0000 2015,""RT @JC_SoCal: Hey @comcast ... dafuq is this? #infosec https://t.co/hLlAEF5PQw""";;;
"Fri Nov 13 20:25:32 +0000 2015,""RT @teenwolf_RT: Our #teenwolf pack demand to @hulu to bring all seasons of teen wolf to the streaming service thanks in advance @hulu_supp�""";;;
"Fri Nov 13 20:50:37 +0000 2015,""Just got real free cell service with #ringplus https://t.co/itP6CYCf3l Thanks @ringplusmobile and @CNET  - sorry #TMobile #Verizon #ATT""";;;
"Sat Nov 14 00:28:07 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 20:05:25 +0000 2015,""@comcast Internet sucks so bad ?""";;;
"Sat Nov 14 01:32:37 +0000 2015,""RT @TotaLeeTatted: Fucking dead.  https://t.co/AMnuFQCwLG""";;;
"Fri Nov 13 22:05:20 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 21:28:36 +0000 2015,""@TMobileHelp I got one yesterday but it was only 5.1 still waiting for marshmallow but thank you""";;;
"Fri Nov 13 21:53:07 +0000 2015,""@binbashtv @comcastcares Translation: We're mad that people don't buy TV and use Netflix, so we're gonna gouge you for extra cash.""";;;
"Fri Nov 13 20:15:59 +0000 2015,""@VZWSupport tweeted twice yesterday about employer discount not being applied on my bill. When is someone going to help?""";;;
"Sat Nov 14 01:37:32 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 22:34:25 +0000 2015,""RT @sd4david: I just entered to WIN TMN's """"#Hulu Plus Membership #Giveaway"""" via @TMNMovies #Movies #Streaming - Enter Here: https://t.co/d2�""";;;
"Fri Nov 13 22:02:33 +0000 2015,""I was going to celebrate #WorldKindnessDay but I decided to yell at @comcastcares  instead""";;;
"Sat Nov 14 00:12:09 +0000 2015,""@TMobile Slayer!\m/""";;;
"Fri Nov 13 18:55:34 +0000 2015,""#Verizon #Tablet � Verizon launches own-brand Ellipsis 10 tablet � To follow up� https://t.co/CTUdI5TE68 #Android https://t.co/OO28CDiRQa""";;;
"Fri Nov 13 21:51:47 +0000 2015,""RT @Panthers: #Panthers fans, enter for a chance to win tickets, pregame passes   gear courtesy of @ATT! [https://t.co/Qgsmqj79PC] https://�""";;
"Fri Nov 13 23:01:31 +0000 2015,""RT @AnitaNelson: Thanks to my top interactors! @EvanCarmichael @LakeshiaMByrd @comcastcares   #tweetjukebox via https://t.co/K67GajCLLx""";;;
"Fri Nov 13 18:28:34 +0000 2015,""Thanks for the advice  @verizon https://t.co/hYpdMsK4TZ""";;;
"Fri Nov 13 21:32:20 +0000 2015,""Just got real free cell service with #ringplus https://t.co/Oj2VgUWTjF Thanks @ringplusmobile and @CNET  - sorry #TMobile #Verizon #ATT""";;;
"Sat Nov 14 00:45:00 +0000 2015,""RT @Southernbluz01: Why is it my cell service @verizon is bad at a venue @sprint sponsors, so not cool #monopolynotallowed""";;;
"Fri Nov 13 19:37:02 +0000 2015,""@TheZaneSimon Once its complete you need to do a piece on the new gym. #ATT!  https://t.co/izdDnmwBmh""";;;
"Fri Nov 13 20:16:23 +0000 2015,""RT @IsaacEHale: I am so HOT right now! The fact my #TMobile account was hacked/compromised is beyond unacceptable. Obviously you all aren't�""";;;
"Fri Nov 13 22:24:07 +0000 2015,""@VZWSupport I do. I'll be in the apple valley store tomorrow to sort it out.""";;;
"Fri Nov 13 18:55:40 +0000 2015,""#Verizon #Tablet � Verizon launches own-brand Ellipsis 10 tablet � To follow up� https://t.co/EdH2viuO24 #Android https://t.co/jjVrmtUZbu""";;;
"Fri Nov 13 18:36:38 +0000 2015,""Yeah..Only reason I hv verizon is, my daughter   I both live in mountainous,areas. She n NY me in AZ. No1 cvrs us ? https://t.co/kfXpr0cu85""";;
"Fri Nov 13 22:40:31 +0000 2015,""@TMobileHelp Looking for more info on the Nexus 5X and 6P models. The site only lists refurb Nexus 5. Any plans to carry?""";;;
"Fri Nov 13 22:16:15 +0000 2015,""RT @mdaworks: Mississippian #JimBarksdale shares lessons learned from 3 great businesses @FedEx @ATT #netscape. @TEDxJackson https://t.co/J�""";;;
"Fri Nov 13 19:43:15 +0000 2015,""I just entered to WIN TMN's """" Plus Membership """" via    - Enter Here:  https://t.co/FLe4lOhBgT""";;;
"Fri Nov 13 22:01:18 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 21:11:16 +0000 2015,""RT @mangacom: Gotta Go Fast!  REDLINE is playing on @Hulu!  https://t.co/CxccfYEk1J https://t.co/ejHfLYRZLg""";;;
"Fri Nov 13 23:05:15 +0000 2015,""#Herbs and #Spices r the #essence of a #dish: https://t.co/dhlCx8MESL #weightloss #healthyeating #gmofree https://t.co/e4gf4b9RrS""";;;
"Fri Nov 13 22:23:04 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 23:34:40 +0000 2015,""@ATTCares I guess having an 8-person family account for 10+ years means nothing to @ATT. Maybe it's time to switch.""";;;
"Sat Nov 14 01:57:40 +0000 2015,""#Verizon #Tablet � Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE� https://t.co/IafgilOETK #Android https://t.co/Bcwxws7zDB""";;;
"Sat Nov 14 00:05:40 +0000 2015,""@CNNMoney @VZWSupport @danielcea1976 time to start moving away from these Goliath companies that drain you from your livelihood""";;;
"Fri Nov 13 21:29:02 +0000 2015,""Ah, well this is fun, my @comcast email address, that nobody but Comcast knows about, has gotten spam. #hacked? #PoorEmailServerSetup?""";;;
"Sat Nov 14 01:58:51 +0000 2015,""@cmclymer @Powellrebecca3 @RobLowe he must have cable instead of @dish""";;;
"Fri Nov 13 22:31:08 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 18:19:00 +0000 2015,""RT @DASandSmallCell: How will @TMobile's new indoor 4G LTE CellSpot enhance your business? Read more to find out: https://t.co/5VB4fql14G""";;;
"Sat Nov 14 01:02:42 +0000 2015,""New Apple TV Comes w/ Siri   Remote https://t.co/nG6aI5Q8hB #apple #appletv #siri #a8 #tvOS #iphone #ipad #tv #wifi #hulu #netflix""";;
"Fri Nov 13 23:43:51 +0000 2015,""SHARING = OVERAGES  @TMobile will 2x's Data! Go 2 804 H St NE 2 find out more!  #NOSHARINGDATA #Dataday... https://t.co/lomdN56Z78""";;;
"Fri Nov 13 21:34:50 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT?""";;;
"Fri Nov 13 18:40:25 +0000 2015,""@gcbec8 @ATT lol assistance = call center in India to off the street hired help who have no idea beyond answering phones""";;;
"Fri Nov 13 21:45:39 +0000 2015,""RT @mangacom: Gotta Go Fast!  REDLINE is playing on @Hulu!  https://t.co/CxccfYEk1J https://t.co/ejHfLYRZLg""";;;
"Fri Nov 13 18:56:10 +0000 2015,""#Verizon #Tablet � Verizon launches own-brand Ellipsis 10 tablet � To follow up� https://t.co/hzQOdVC1D2 #Android https://t.co/ywIPATSlWW""";;;
"Fri Nov 13 19:15:31 +0000 2015,""@TMobileHelp Very disappointed!!  Was looking forward to free music and video steaming!""";;;
"Fri Nov 13 20:47:21 +0000 2015,""RT @_leijal: Dear @hulu_support   Wanna be loved by the greatest fandom ever? #SaveHannibal and you'll be our messiah. #Hannibal https://t.�""";;;
"Fri Nov 13 21:48:34 +0000 2015,""@VerizonSupport nope went with AT T U-Verse.""";;
"Fri Nov 13 19:19:06 +0000 2015,""@verizon have to use wifi now or my families bill is 400 without doing anything on our phones. Took away unlimited data without telling any1""";;;
"Fri Nov 13 19:31:41 +0000 2015,""RT @caryngullifor: Opening day is here! Visit us at 1251 E Higgins #Schaumburg and we'll show you why #BetterMatters @verizon https://t.co/�""";;;
"Fri Nov 13 18:07:57 +0000 2015,""RT @eriin_x0x: @_danmast @icedtori @KatiieFiischer @pinarobread_ @ATTCares I think att wants to fight or something cause first they shut my�""";;;
"Sat Nov 14 01:58:07 +0000 2015,""#Verizon #Tablet � Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE� https://t.co/NRGKL1noR8 #Android https://t.co/csjYOjKpYl""";;;
"Fri Nov 13 18:24:26 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/JLuwo0bhli""";;;
"Fri Nov 13 20:25:17 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/aQ6jhE1Kyx""";;;
"Fri Nov 13 21:46:54 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 18:31:36 +0000 2015,""@ATTCares so today is 2 weeks that the uverse line has been sitting on my front lawn. Can you come cover it already? What's the normal ETA?""";;;
"Fri Nov 13 20:33:17 +0000 2015,""ICYMI &gt";&gt;" @Hulu is in talks with Time Warner about selling a stake in the company https://t.co/LMI276Cpnr https://t.co/qSTwjx4NZ6""";
"Fri Nov 13 20:51:57 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/LWnH9m3jtA""";;;
"Fri Nov 13 18:08:54 +0000 2015,""RT @TheAMAs: Tap """"Where Are � Now"""" to vote @justinbieber @diplo   @skrillex for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.�""";;
"Fri Nov 13 21:35:37 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Sat Nov 14 01:54:03 +0000 2015,""RT @oliviamunn: Now that's how you a throw a party! ??Fun times @tmobile #BingeOn #UncarrierX https://t.co/zFEH1QKAhV""";;;
"Fri Nov 13 18:14:57 +0000 2015,""Got the iPad pro in today!  Come and get it! #ipadpro #att https://t.co/gg6PptN3TZ""";;;
"Fri Nov 13 20:52:33 +0000 2015,""Naked Selfie Chick https://t.co/vlKXNV3fKe #image #arousing #lingerie #dish""";;;
"Fri Nov 13 19:29:10 +0000 2015,""#Verizon #Tablet � Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE Support, Android 5.1 Lollipop� https://t.co/W2TbUwI26g #Android""";;;
"Fri Nov 13 22:19:02 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Sat Nov 14 01:04:46 +0000 2015,""@verizon pretty poor service tonight. #RoadSideAssistance""";;;
"Fri Nov 13 19:39:12 +0000 2015,""@verizon ok followed""";;;
"Fri Nov 13 22:57:13 +0000 2015,""RT @TheAMAs: Tap """"Where Are � Now"""" to vote @justinbieber @diplo   @skrillex for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.�""";;
"Fri Nov 13 20:52:53 +0000 2015,""Just got real free cell service with #ringplus https://t.co/LaZMwqk6pO Thanks @ringplusmobile and @CNET  - sorry #TMobile #Verizon #ATT""";;;
"Fri Nov 13 19:09:14 +0000 2015,""Free roaming in Mexico available today from @ATT ! Read more about the new plan:: https://t.co/q6HbVNKnGe""";;;
"Fri Nov 13 20:17:38 +0000 2015,""RT @IsaacEHale: @TMobileHelp allows fraudulent purchases to happen on my account   then has the audacity to tell me that I can't have acces�""";;
"Fri Nov 13 19:30:28 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/WXqN1v5gjO""";;;
"Fri Nov 13 18:53:06 +0000 2015,""Fall colors for ur home or office! Want to see more? FB Stephen John Mittl Jr or email sjmittl0523@comcast.net! https://t.co/1GJysDn095""";;;
"Fri Nov 13 18:09:18 +0000 2015,""RT @TheAMAs: Tap """"Where Are � Now"""" to vote @justinbieber @diplo   @skrillex for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.�""";;
"Fri Nov 13 20:07:16 +0000 2015,""Just got real free cell service with #ringplus https://t.co/7qrIL130HY Thanks @ringplusmobile and @CNET  - sorry #TMobile #Verizon #ATT""";;;
"Fri Nov 13 21:34:17 +0000 2015,""RT @Panthers: #Panthers fans, enter for a chance to win tickets, pregame passes   gear courtesy of @ATT! [https://t.co/Qgsmqj79PC] https://�""";;
"Fri Nov 13 19:34:38 +0000 2015,""#Verizon #Tablet � Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE Support, Android 5.1 Lollipop� https://t.co/7glzOnSVPc #Android""";;;
"Fri Nov 13 21:17:41 +0000 2015,""RT @alexysgabrielle: How to get a date with your shatterproof Droid ? @verizon #shatterproof #ad  https://t.co/H6c6YDmF3p""";;;
"Fri Nov 13 18:32:19 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/4ZA1jzb473""";;;
"Fri Nov 13 23:20:27 +0000 2015,""RT @alexysgabrielle: How to get a date with your shatterproof Droid ? @verizon #shatterproof #ad  https://t.co/H6c6YDmF3p""";;;
"Sat Nov 14 01:03:45 +0000 2015,""Just got real free cell service with #ringplus https://t.co/14DH4yhxjO Thanks @ringplusmobile and @CNET  - sorry #TMobile #Verizon #ATT""";;;
"Sat Nov 14 00:57:25 +0000 2015,""RT @Kumar96912: #VZWireless store manager apparently does not like my face and refused my cleared app #BadCustomerService #racism @VZWSuppo�""";;;
"Fri Nov 13 21:53:22 +0000 2015,""RT @mallofamerica: Happening now! @mnwild Left Wing, @Jason_Zucker16 is meeting with fans for @ATT's grand opening (Level 1, South)! https:�""";;;
"Fri Nov 13 21:07:57 +0000 2015,""Watching Arrow: Haunted on @hulu  https://t.co/MdwJFWuiJf""";;;
"Fri Nov 13 22:52:07 +0000 2015,""START #streaming #movies with the Viotek TV box! https://t.co/7xJbWJG1PH #giftguide #hulu #PopcornTime #hdmi https://t.co/M2sgTIvHs2""";;;
"Fri Nov 13 21:50:44 +0000 2015,""Like all Twitter addicts, I will ask here: @TMobile, how do I get the Binge plan? Can you send me a direct link, give me info?""";;;
"Fri Nov 13 20:38:47 +0000 2015,""Dear @Comcast, why is it that when I click on """"view detailed data usage"""" you show me a picture of a modem? How does that help me?""";;;
"Fri Nov 13 22:16:38 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Sat Nov 14 01:04:43 +0000 2015,""JOIN THE FIGHT ON #DBZXB https://t.co/AcgQbn7tNw FOR��#team1�#att�ssddwawabaayx""";;;
"Fri Nov 13 22:00:09 +0000 2015,""Don't miss @BIGEAST CBK as @XavierMBB hosts @MiamiOH_BBall to kick off the season tonight at 7pm ET on FCS Atlantic! @DIRECTV 608 @dish 451""";;;
"Fri Nov 13 19:35:36 +0000 2015,""@TMobileHelp  can u help me what is 4gb data stash..saying after u buy 4 lines?""";;;
"Fri Nov 13 22:09:40 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 20:51:24 +0000 2015,""@Daniel_Rubino I am planning to buy New Green @nokia Lumia 1520 from @LumiaUS @ATT IS IT A GOOD CHOICE? AS, My Lumia 1520 red broked fully""";;;
"Fri Nov 13 22:26:47 +0000 2015,"".@DSLReports and that's why I'll never go back to @VZWSupport no matter how much they bottleneck my speeds riding on their towers.""";;;
"Fri Nov 13 19:29:06 +0000 2015,""#Verizon #Tablet � Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE Support, Android 5.1 Lollipop� https://t.co/bVMEuluKmb #Android""";;;
"Fri Nov 13 22:18:25 +0000 2015,""RT @Zedd: Thanks so much to my buddy @JohnLegere and @TMobile for having me last night!!! #bingeon ?? https://t.co/jgx9lIIKqi""";;;
"Fri Nov 13 21:33:07 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 19:08:51 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/fy0XSUup75""";;;
"Fri Nov 13 22:47:15 +0000 2015,""@TMobileHelp I just called customer care and they told me  that this rate plan I will loose corporate discount but you tweeted i will NOT""";;;
"Fri Nov 13 19:28:38 +0000 2015,""#Verizon #Tablet � Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE Support, Android 5.1 Lollipop� https://t.co/KmmGZyCTzk #Android""";;;
"Fri Nov 13 22:19:49 +0000 2015,""@VZWSupport why y'all lurking""";;;
"Sat Nov 14 01:30:38 +0000 2015,""@VZWSupport our emergency agency reported the outage!!!""";;;
"Fri Nov 13 19:35:20 +0000 2015,""@TMobileHelp thanks for reply, but that really wasn't the issue - happy to discuss if someone can call me""";;;
"Fri Nov 13 22:03:02 +0000 2015,""I'm watching FOX 25 News at 5PM on my Hopper. on FOX25 BOSTON #FOX25Newsat5PM #DISH""";;;
"Sat Nov 14 01:27:41 +0000 2015,""@NBA @comcast @NBATV @MSGNetworks I have cable and league pass and I'm not in the blackout zone. Please stop putting Knicks games on @nbatv""";;;
"Fri Nov 13 23:13:42 +0000 2015,""@ATT @TSRcoalition I'm raising money for Father on a mission. Click to Donate:  https://t.co/b6IYZlgapG via @gofundme""";;;
"Sat Nov 14 00:05:02 +0000 2015,""@VZWSupport nope I ended up leaving the store and heading to another cell phone provider to bring my families cell phone too""";;;
"Fri Nov 13 21:44:01 +0000 2015,""@JohnLegere @TMobile hallo??""";;;
"Sat Nov 14 01:16:47 +0000 2015,""@pjsusqema @VZWSupport I got it! #Verizoncellservicedowninzipcode18801""";;;
"Fri Nov 13 22:08:58 +0000 2015,""RT @quisxmar: @AyeDeeJaye @verizon lol this is great! ???""";;;
"Fri Nov 13 19:48:34 +0000 2015,""RT @TheAMAs: Tap """"Where Are � Now"""" to vote @justinbieber @diplo   @skrillex for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.�""";;
"Fri Nov 13 18:55:34 +0000 2015,""#Verizon #Tablet � Verizon launches own-brand Ellipsis 10 tablet � To follow up� https://t.co/kV4B1JSiNx #Android https://t.co/Ee0PAA4I5Q""";;;
"Fri Nov 13 18:55:36 +0000 2015,""#Verizon #Tablet � Verizon launches own-brand Ellipsis 10 tablet � To follow up� https://t.co/rKkHAcsD7r #Android https://t.co/ZrfNRGBmhv""";;;
"Fri Nov 13 22:08:35 +0000 2015,""@georgeuribe85 @verizon @Motorola why do call your self that name""";;;
"Fri Nov 13 23:56:00 +0000 2015,""@JohnLegere just left @ATT   @verizon for @TMobile and so far so good. Gonna love unlimited data and int'l roaming.""";;
"Fri Nov 13 22:54:44 +0000 2015,""@Ognorot @NYHaynes I need one of those to help the shitternet I have from @ATT""";;;
"Fri Nov 13 18:24:06 +0000 2015,""RT @iFoodWorld: #foodphoto #food #chef #dish #foodeat #foodinlove #cook Caramel apple cheesecake bars https://t.co/NnzhGyk31w""";;;
"Fri Nov 13 21:32:59 +0000 2015,""@ATTCares Wish yall """"Understood"""" how to make it to appointments """"You"""" scheduled. Y yall acquired all the telecos Yall obviously CAN'T manage""";;;
"Sat Nov 14 01:58:41 +0000 2015,""#Verizon #Tablet � Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE� https://t.co/4jkk9zyC1U #Android https://t.co/uJRRZbRVJb""";;;
"Fri Nov 13 21:27:06 +0000 2015,"".@comcastcares My friend has had six appointments for Comcast installation cancelled in the last 9 days. What kind of business do you run?""";;;
"Fri Nov 13 22:12:45 +0000 2015,""@VZWSupport I must add that we calls recorded that show the disregard we have been treated with since we started the dispute. @verizon @nbc""";;;
"Fri Nov 13 21:30:24 +0000 2015,""Tick tock @comcastcares https://t.co/owIxyplatm""";;;
"Fri Nov 13 21:39:22 +0000 2015,""Fuckkkkkkkkkkkkkkkkkk??????@TMobileHelp With A Passion """"Going To @ATT ?""";;;
"Fri Nov 13 18:30:50 +0000 2015,""RT @JohnLegere: .@Verizon follows our lead to get rid of 2yr service contracts but then F* ^s it up with an activation fee. COME ON! https:�""";;
"Fri Nov 13 21:17:07 +0000 2015,""RT @mangacom: Gotta Go Fast!  REDLINE is playing on @Hulu!  https://t.co/CxccfYEk1J https://t.co/ejHfLYRZLg""";;;
"Fri Nov 13 18:15:36 +0000 2015,""@ATTCares Hi Shonda! Is there a way to chat offline to get my concerns resolved?""";;;
"Fri Nov 13 18:50:25 +0000 2015,""Hey @JohnLegere do u think I have #MagentaLove 4 @TMobile yet. 7 voice lines and 1 tablet https://t.co/HHQ9uFyLgE""";;;
"Sat Nov 14 00:57:22 +0000 2015,""there is a 11 day wait to get a replacement phone? what kind of bullshit is this? I JUST  got a replacement phone.. wtf #tmobile ?""";;;
"Fri Nov 13 22:18:25 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/RdvYWwT7I4""";;;
"Sat Nov 14 01:32:36 +0000 2015,""RT @VivaDelRio: @ATT I'm not with u anymore and you still ripping me off OMG unbelievable  Ya no toy con #AT T pero encuentran la forma de �""";;
"Sat Nov 14 01:53:10 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Sat Nov 14 00:32:45 +0000 2015,""#comcastcares: alllambition I'm very sorry for the negative customer service experience you've had. Is there anyth� https://t.co/0UVERSmxWi""";;;
"Sat Nov 14 00:30:37 +0000 2015,""@comcastcares tech was worthless so they sent someone again today. Now I have no Internet AND no TV.""";;;
"Fri Nov 13 20:23:54 +0000 2015,""RT @iFoodWorld: #foodphoto #food #chef #dish #foodeat #foodinlove #cook Bacon cheddar biscuits https://t.co/YMDd6Celve""";;;
"Fri Nov 13 18:20:15 +0000 2015,""@superscientific @CaseyNeistat @SamsungMobileUS @TMobile Tmobile only.""";;;
"Fri Nov 13 18:07:48 +0000 2015,""RT @TheAMAs: Tap """"Where Are � Now"""" to vote @justinbieber @diplo   @skrillex for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.�""";;
"Fri Nov 13 19:42:35 +0000 2015,""@comcastcares Is there something you can actually help to get this bill that�s been steadily going up every year?""";;;
